Campaign name,By Day,Subregion,Cost,Impressions,Clicks (destination),Conversions,Frequency,Currency
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-15,Ostrobothnia,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection | Top Markets,2025-10-17,Oklahoma,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-15,North Ostrobothnia,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-19,Veneto,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - US,2025-10-19,Tennessee,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - All Market 13-17,2025-10-16,Illinois,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Europe,2025-10-12,Canary,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Top Markets,2025-10-15,Victoria,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - ROW,2025-10-16,Jazan,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Europe,2025-10-14,Trondelag,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-15,Portalegre,0.00,1,0,0,-,AUD
Seasonal Collection | Europe,2025-10-15,Obcina Tolmin,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Europe,2025-10-15,Cork County,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Manual | US,2025-10-12,Tennessee,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Top Markets 13-17,2025-10-16,Texas,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Automatic | US,2025-10-16,Florida,0.00,0,0,0,-,AUD
Newness: Collection Ads | Product Sales - US - June 6th,2025-10-19,Georgia,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-14,Raplamaa,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Top Markets,2025-10-13,Manawatu-Wanganui Region,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-17,Berlin,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-15,Satakunta,0.00,1,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-16,Prince Edward Island,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions | November |Funnel (CTA) - Top Markets - Europe+,2025-10-12,Buzau,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-17,Utah,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - US,2025-10-17,Utah,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-19,South Carolina,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-16,Lucerne,0.00,0,0,0,-,AUD
Seasonal Collection | Europe,2025-10-14,Obcina Ruse,0.00,1,0,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US,2025-10-16,Missouri,0.00,0,0,0,-,AUD
Seasonal Collection | Europe,2025-10-14,Kungota,0.00,1,0,0,-,AUD
Seasonal Collection | Europe,2025-10-14,Zala,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Australia 13-17,2025-10-16,Victoria,0.00,0,0,0,-,AUD
Seasonal Collection | Europe,2025-10-12,Vysocina,0.00,1,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection | Top Markets,2025-10-16,Louisiana,0.00,0,0,0,-,AUD
Seasonal Collection | Europe,2025-10-12,Karlovy Vary,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Top Markets 13-17,2025-10-12,Northland Region,0.00,4,0,0,-,AUD
Seasonal Collection | Europe,2025-10-14,Obcina Zavrc,0.00,1,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-18,Cavan,0.00,0,0,0,-,AUD
Seasonal Collection | Europe,2025-10-14,Radenci,0.00,1,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - US,2025-10-19,District of Columbia,0.00,0,0,0,-,AUD
Conversions - Garden Of Eve 2.0- Collection ,2025-10-17,Delaware,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | October | Top Markets,2025-10-13,Northern Ireland,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-17,Põlvamaa,0.00,1,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection | Top Markets,2025-10-16,Indiana,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-16,Castile and Leon,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-16,La Rioja,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Top Market,2025-10-18,Ontario,0.00,0,0,0,-,AUD
Conversions - Garden Of Eve 2.0- Collection ,2025-10-12,Georgia,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-18,Murcia,0.00,5,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-13,Drenthe,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-17,New Hampshire,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - US,2025-10-17,Mississippi,0.00,0,0,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US,2025-10-17,Michigan,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-16,Nidwalden,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Top Markets,2025-10-16,Ontario,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-15,Uppsala,0.00,2,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-19,Uri,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-16,Obcina Crnomelj,0.00,3,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-14,Valgamaa,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Automatic | US,2025-10-13,Rhode Island,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | June | Funnel - Australia - 13-17,2025-10-12,New South Wales,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Zephyr Collection,2025-10-14,District of Columbia,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - All Market 13-17,2025-10-17,Nova Scotia,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection | Top Markets,2025-10-15,Maine,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - ROW,2025-10-15,Northern Borders,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Syren Collection - Europe,2025-10-13,Attiki,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - US,2025-10-13,Washington,0.00,0,0,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US,2025-10-18,Arkansas,0.00,0,0,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US,2025-10-18,Maryland,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - ROW,2025-10-14,Marlborough Region,0.00,1,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-18,Galway County,0.00,0,0,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US,2025-10-18,New Jersey,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-15,City Municipality of Maribor,0.00,1,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-15,Setúbal,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-13,Ormoz,0.00,1,0,0,-,AUD
Promo: APD Ads | Conversions | APD Collection - Top Markets,2025-10-14,New South Wales,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Top Markets 13-17,2025-10-19,Ontario,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - All Market 13-17,2025-10-19,Florida,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-14,Umbria,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | December |Funnel (CTA) - Top Markets - Europe+,2025-10-19,Dublin City,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-18,Pafos,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-13,Vukovar-Sirmium,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - All Market 13-17,2025-10-19,Western Australia,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - ROW,2025-10-19,Taranaki Region,0.00,3,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-13,Sisacko-Moslavacka Zupanija,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-12,Viana do Castelo,0.00,3,0,0,-,AUD
Top Ads | Smart Test | Manual | US,2025-10-14,New Mexico,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-19,Neuchatel,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions | April |Funnel (CTA) - Top Markets - Europe+,2025-10-18,Lower Silesian,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Manual | US,2025-10-16,Indiana,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Zephyr Collection,2025-10-17,New Jersey,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - All Markets - 13-17,2025-10-15,Missouri,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Manual | US,2025-10-16,Louisiana,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Australia - 13-17,2025-10-18,New South Wales,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-14,Tuscany,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-13,Baden Wurttemberg,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Manual | US,2025-10-13,North Carolina,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets 13-17,2025-10-17,District of Columbia,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | - Forever Yours Collection,2025-10-15,California,0.00,0,0,0,-,AUD
High Cover: Product Sales | Catalog | High-Cover | -Top Markets,2025-10-17,Victoria,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - ROW,2025-10-19,Tasman Region,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-19,Tennessee,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-14,Vorarlberg,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - All Market 13-17,2025-10-16,Arizona,0.00,0,0,0,-,AUD
Newness: Product Sales | Catalog | LifeCycle Best Sellers/Newness | - AU/UK/CA,2025-10-15,Ontario,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - All Markets - 13-17,2025-10-12,Western Australia,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - US,2025-10-17,Alabama,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Automatic | US,2025-10-13,Arizona,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July Part -1 |Funnel (CTA) - Europe+,2025-10-14,Timis,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-17,Colorado,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - All Markets - 13-17,2025-10-12,Florida,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - All Market 13-17,2025-10-12,Ohio,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Automatic | US,2025-10-17,West Virginia,0.00,0,0,0,-,AUD
Seasonal Collection | ROW,2025-10-14,New South Wales,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Automatic | US,2025-10-17,Oregon,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-17,Kainuu,0.00,2,0,0,-,AUD
Newness: Collection Ads  | Conversions | Soirée Collection - Europe+,2025-10-16,Brussels-Capital Region,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | October | Top Markets,2025-10-15,Alberta,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-17,Central Ostrobothnia,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | - Starlet Collection Drop,2025-10-12,Texas,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Manual | US,2025-10-18,Wisconsin,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Automatic | US,2025-10-16,Nebraska,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-15,Calabria,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-14,Trentino South Tyrol,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-18,Gelderland,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Galicia,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Catalonia,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-19,Newfoundland and Labrador,0.00,3,0,0,-,AUD
Newness: Collection Ads  | Conversions | June | Funnel - Top Markets,2025-10-16,Unknown,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Manual | US,2025-10-13,Idaho,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-12,Cork City,0.00,1,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-16,Abruzzo,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Castile and Leon,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Aragon,0.00,0,0,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US,2025-10-15,District of Columbia,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-18,Victoria,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - All Markets - 13-17,2025-10-16,Hawaii,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-19,Greater Brisbane,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-19,Greater Sydney,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets 13-17,2025-10-17,South Carolina,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-19,Greater Melbourne,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-18,Dublin City,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets 13-17,2025-10-17,Tennessee,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-15,Cork City,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-12,Obcina Sezana,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Europe,2025-10-13,Stockholm,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-14,Veneto,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-19,Abruzzo,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-16,Wallonia,0.00,2,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-15,Carinthia,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Automatic | US,2025-10-15,Iowa,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | Sept Collection,2025-10-12,Washington,0.00,0,0,0,-,AUD
Seasonal Collection | ROW,2025-10-13,England,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-14,Warmian Masurian,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-14,Swietokrzyskie,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-14,Podlaskie,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | October | Top Markets,2025-10-18,Auckland Region,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - ROW,2025-10-19,Southland Region,0.00,8,0,0,-,AUD
Promo: APD Ads | Conversions | APD Collection - Top Markets,2025-10-12,Western Australia,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-18,Subcarpathian,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets 13-17,2025-10-15,Utah,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-18,Swietokrzyskie,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | June | Funnel  - Europe,2025-10-13,North West,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-14,Subcarpathian,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-18,Lublin,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-14,Masovian,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-18,Lesser Poland,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-14,Lesser Poland,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-18,Masovian,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-14,Lublin,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-17,Viana do Castelo,0.00,3,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-18,Ammochostos,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-16,Zagreb County,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Zephyr Collection,2025-10-13,New South Wales,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-16,Vukovar-Sirmium,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-12,Sentjur,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-12,Nograd,0.00,5,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-16,Cerknica,0.00,3,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-12,Nidwalden,0.00,2,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-16,Kuyavian Pomeranian,0.00,3,0,0,-,AUD
Newness: Collection Ads  | Conversions | June | Funnel  - Europe,2025-10-16,Balearic,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - All Markets - 13-17,2025-10-16,Oklahoma,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-16,Osjecko-Baranjska Zupanija,0.00,4,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-16,Split-Dalmatia,0.00,10,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-16,Varazdinska Zupanija,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-17,England,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-16,Sibensko-Kninska Zupanija,0.00,1,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-16,Karlovacka Zupanija,0.00,1,0,0,-,AUD
Newness: Collection Ads | Conversions | October | US,2025-10-15,New Jersey,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-16,Krapinsko-Zagorska Zupanija,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Europe,2025-10-19,Louth,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-16,Lubusz,0.00,6,0,0,-,AUD
Newness: Collection Ads  | Conversions | Soirée Collection,2025-10-17,Louisiana,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - ROW,2025-10-18,Auckland Region,0.00,3,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection | Top Markets,2025-10-15,New Jersey,0.00,0,0,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US,2025-10-16,California,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-16,Madrid,0.00,0,0,0,-,AUD
Conversions | Feburary Part -1 |Funnel (CTA) (UPDATED),2025-10-16,California,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-13,Dubrovacko-Neretvanska Zupanija,0.00,6,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-13,Istria,0.00,7,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-13,Karlovacka Zupanija,0.00,4,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - All Markets - 13-17,2025-10-14,Minnesota,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-13,Koprivnicko-Krizevacka Zupanija,0.00,2,0,0,-,AUD
Newness: Collection Ads | Conversions | October | US,2025-10-13,California,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-16,Schwyz,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-17,Csongrad,0.00,15,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - All Markets - 13-17,2025-10-18,Ohio,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Europe,2025-10-16,Sicily,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-13,Bjelovarsko-Bilogorska Zupanija,0.00,1,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-19,Lower Austria,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection | Top Markets,2025-10-18,Maryland,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-16,Andalusia,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-16,Canary,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-16,Valencian,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-12,Coimbra,0.00,10,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-19,Balearic,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | June | Funnel (CTA) - All Markets - 13-17,2025-10-17,California,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-18,Bavaria,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | Soirée Collection,2025-10-14,South Australia,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-18,Groningen,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-18,Nicosia,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-13,Mestna Obcina Novo mesto,0.00,5,0,0,-,AUD
Top Ads | Smart Test | Automatic | US,2025-10-13,Illinois,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-16,Bremen,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | October | Top Markets,2025-10-19,British Columbia,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-18,Ankaran,0.00,1,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-16,Madeira,0.00,0,0,0,-,AUD
Smart+ | Top Performing Sparks | New Arrivals Page - Jan/Feb - Top Markets,2025-10-17,California,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - US,2025-10-15,Kansas,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-15,Obcina Zalec,0.00,15,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection | Top Markets,2025-10-17,Michigan,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - All Markets - 13-17,2025-10-13,New Mexico,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Lower Silesian,0.00,0,0,0,-,AUD
Newness: Product Sales | Catalog | - La Muse Collection,2025-10-14,Unknown,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-16,Ljutomer,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions | June | Funnel  - Europe,2025-10-15,Dublin City,0.00,0,0,0,-,AUD
