Campaign name,By Day,Subregion,Cost,Impressions,Clicks (destination),Conversions,Frequency,Currency
Newness: Collection Ads  | Conversions | August | Funnel - All Market 13-17,2025-10-14,Otago Region,0.10,3,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-12,Larnaka,0.10,34,0,0,-,AUD
Seasonal Collection | Europe,2025-10-14,Vila Real,0.10,74,2,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-18,South Holland,0.10,32,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-12,Styria,0.10,24,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-16,Gotland,0.10,12,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-16,More og Romsdal,0.10,35,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-12,Drenthe,0.10,10,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-13,Kalmar,0.10,21,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-19,Heves,0.10,12,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-14,Taranaki Region,0.10,27,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-19,Brandenburg,0.10,12,0,0,-,AUD
Seasonal Collection | Europe,2025-10-18,Thessaly - Central Greece,0.10,31,1,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-15,Aragon,0.10,31,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-13,Pcinja,0.10,107,1,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-14,Northern Territory,0.10,13,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-12,Friesland,0.10,9,0,0,-,AUD
Seasonal Collection | Top Markets NEW,2025-10-16,Marlborough Region,0.10,90,1,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-15,Opole,0.10,46,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-15,Kuyavian Pomeranian,0.10,66,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | October | US,2025-10-14,Maryland,0.10,9,1,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-13,Sligo,0.10,44,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-18,Lower Silesian,0.10,35,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - US,2025-10-14,North Dakota,0.10,12,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-18,Auvergne Rhone Alpes,0.10,20,1,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-15,Brittany,0.10,9,1,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-16,Drenthe,0.10,51,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-13,Dalarna,0.10,17,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-19,Leiria,0.10,66,2,0,-,AUD
Seasonal Collection | ROW,2025-10-14,Canterbury Region,0.10,5,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Top Market,2025-10-13,Northern Ireland,0.10,8,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-16,Wicklow,0.10,29,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-15,Aveiro,0.10,53,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-12,Hajdu-Bihar,0.10,61,1,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-12,Subcarpathian,0.10,53,2,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-15,North Karelia,0.10,13,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - ROW,2025-10-12,Sharjah,0.10,13,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-16,Aragon,0.10,56,1,0,-,AUD
Seasonal Collection | Europe,2025-10-16,Aosta Valley,0.10,30,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-19,Bragança,0.09,28,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-13,Corsica,0.09,17,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-17,Murska Sobota,0.09,22,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - US,2025-10-18,Montana,0.09,11,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-13,Primorsko-Goranska Zupanija,0.09,40,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-18,Pafos,0.09,71,1,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Top Market,2025-10-17,Greater Adelaide,0.09,40,1,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-15,Lower Silesian,0.09,71,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-18,Basilicata,0.09,23,1,0,-,AUD
Seasonal Collection | Europe,2025-10-13,Extremadura,0.09,21,1,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection | Top Markets,2025-10-12,South Dakota,0.09,19,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - ROW,2025-10-16,Fujairah,0.09,32,2,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-15,Nitra,0.09,110,1,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-14,Navarre,0.09,12,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-14,Leiria,0.09,58,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-13,Brandenburg,0.09,13,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-16,Évora,0.09,11,0,0,-,AUD
Seasonal Collection | Europe,2025-10-12,Groningen,0.09,30,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-12,Veszprem,0.09,41,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Zagreb County,0.09,56,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-12,Thuringia,0.09,15,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-18,Murcia,0.09,43,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-15,South Ostrobothnia,0.09,17,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-14,Madeira,0.09,50,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - US,2025-10-17,Vermont,0.09,3,0,0,-,AUD
BEST SELLERS | Conversions  | US,2025-10-13,Maine,0.09,9,1,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-17,Kainuu,0.09,23,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-19,Zilina,0.09,66,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-17,Kymenlaakso,0.09,29,0,0,-,AUD
Seasonal Collection | Europe,2025-10-13,Sardinia,0.09,40,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-12,Jamtland,0.09,12,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Top Markets,2025-10-15,Greater Adelaide,0.09,10,1,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-12,New Brunswick,0.09,37,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-17,Velenje,0.09,22,1,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-19,North Karelia,0.09,19,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-16,Norrbotten,0.09,26,0,0,-,AUD
BEST SELLERS | Conversions  | US,2025-10-12,Nebraska,0.09,6,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-13,Basel Landschaft,0.09,31,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-17,Pomoravlje,0.09,112,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-14,Castilla La Mancha,0.09,30,2,0,-,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-14,Australian Capital Territory,0.09,4,1,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-12,Cantabria,0.09,63,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-17,Region of Southern Denmark,0.09,37,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-17,Oslo,0.09,10,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-14,Schwyz,0.09,23,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-14,Castilla La Mancha,0.09,25,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-19,Lubusz,0.09,22,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-19,Galicia,0.09,20,0,0,-,AUD
Seasonal Collection | Europe,2025-10-13,Ljubljana,0.09,55,2,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-14,Asturias,0.09,26,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - ROW,2025-10-14,Gisborne Region,0.09,25,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-19,Normandy,0.09,30,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-16,Salzburg,0.09,98,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-15,Waikato Region,0.09,96,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | October | US,2025-10-14,Michigan,0.09,5,1,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-15,Kronoberg,0.09,24,0,0,-,AUD
BEST SELLERS | Conversions  | US,2025-10-13,Vermont,0.09,2,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-13,Bratislava,0.09,67,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | October | US,2025-10-17,South Dakota,0.09,15,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-14,Central Finland,0.09,16,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-14,Tavastia Proper,0.09,29,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-17,Koper,0.09,36,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - ROW,2025-10-18,Manawatu-Wanganui Region,0.09,66,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-15,Galicia,0.09,58,1,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Top Market,2025-10-13,Greater Brisbane,0.09,6,2,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-18,Leiria,0.09,76,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-13,North Jutland Region,0.09,22,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-13,Region Zealand,0.09,20,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-19,Vastmanland,0.09,10,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-15,West Coast Region,0.09,19,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | October | Top Markets,2025-10-13,Northwest Territories,0.09,21,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - ROW,2025-10-15,Dubai,0.09,25,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-18,Zilina,0.09,92,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - ROW,2025-10-13,Aseer,0.09,15,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-16,Central Ostrobothnia,0.09,22,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-16,Kymenlaakso,0.09,21,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-12,Jonkoping,0.09,23,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-12,More og Romsdal,0.09,18,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-12,Carlow,0.09,26,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-17,Basque,0.09,27,1,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - ROW,2025-10-17,Gisborne Region,0.09,6,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - US,2025-10-12,New Mexico,0.09,4,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-19,Vestfold og Telemark,0.09,31,2,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-12,Uppsala,0.09,19,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-13,Saskatchewan,0.09,25,0,0,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-18,Northland Region,0.09,31,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-12,Gavleborg,0.09,32,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-15,Vastmanland,0.09,18,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-18,Fingal,0.09,18,0,0,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-12,Nunavut,0.09,22,0,0,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-17,Yukon,0.09,29,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-19,Liguria,0.09,41,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-13,Murcia,0.09,45,1,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-17,Nicosia,0.09,76,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-13,Troms og Finnmark,0.09,12,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-14,Lower Austria,0.09,10,0,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-14,Yukon,0.09,30,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-13,Aragon,0.09,29,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-18,Newfoundland and Labrador,0.09,18,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-18,Warmian Masurian,0.09,42,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-12,West Pomeranian,0.09,31,2,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-12,Southwest Finland,0.09,25,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-16,Faro,0.09,63,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-18,Coimbra,0.09,59,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-16,Basel Stadt,0.09,53,0,0,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-19,Wyoming,0.09,13,1,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-15,Sligo,0.09,34,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-19,Kosice,0.09,50,0,0,-,AUD
Seasonal Collection | Europe,2025-10-13,Kalmar,0.09,13,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-13,Viljandimaa,0.09,10,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-15,Monaghan,0.09,20,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-12,South Ostrobothnia,0.09,26,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-19,Norrbotten,0.09,7,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-17,Vysocina,0.09,42,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-17,Nitra,0.09,86,1,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-15,Nunavut,0.09,53,0,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-12,Northern Territory,0.09,14,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-12,Appenzell Ausserrhoden,0.09,31,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-18,Nitra,0.09,64,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-12,Zug,0.09,12,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-13,Offaly,0.09,22,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-19,Neuchatel,0.09,15,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-12,Asturias,0.09,38,1,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-12,Thurgau,0.09,22,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | October | Top Markets,2025-10-14,Unknown,0.09,18,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-14,Hajdu-Bihar,0.09,30,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-18,Region Zealand,0.09,13,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-17,Ostrobothnia,0.09,16,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-17,Central Finland,0.09,29,0,0,-,AUD
Seasonal Collection | Europe,2025-10-12,Region of Southern Denmark,0.09,17,0,0,-,AUD
Seasonal Collection | Europe,2025-10-12,Region Zealand,0.09,15,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-15,Cavan,0.09,53,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-12,Vila Real,0.09,38,1,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-15,South Savo,0.09,36,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-12,Portalegre,0.09,16,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-14,Styria,0.09,39,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-13,North Jutland Region,0.09,8,0,0,-,AUD
Seasonal Collection | Europe,2025-10-12,Primorsko-Goranska Zupanija,0.09,38,1,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-12,Brandenburg,0.09,22,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-14,Hamburg,0.09,10,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - ROW,2025-10-18,Southland Region,0.09,8,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-13,Waterford City and County,0.09,35,1,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-15,Jonkoping,0.09,19,0,0,-,AUD
