Campaign name,By Day,Ad name,Campaign ID,Ad group name,Ad group ID,Ad ID,Cost,Impressions,Clicks (destination),Frequency,Conversions,Video views,2-second video views,6-second video views,Video views at 100%,Video views at 75%,Video views at 50%,Video views at 25%,Average play time per video view,Adds to cart (website),Add to cart value (website),Currency
Newness: Collection Ads  | Conversions | July | Funnel - All Markets - 13-17,2025-10-17,PR Content Freya Parkhouse Syren | TikTok | ED: 03/10/2025,1836456655547474,Cold #1 - 7/1/2025,1836456655547506,1836825062905857,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | July | Funnel - All Markets - 13-17,2025-10-18,Lorelei Fit Check Nude | TikTok | ED: 26/10/2025,1836456655547474,Cold #4 - 25/07/2025,1838605920517201,1838985305463218,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Top Ads | Smart Test | Automatic | US,2025-10-15,Top ads | Catalog Videos | 16/09/2025,1843407939483777,Top ads #1 16/09/2025,1843408603199729,1843428730830850,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | October | Top Markets,2025-10-18,Ad | Video | Ecom | Product | Reaction Cornelia Mini Dress Plum Brown | ED: 30/12/2025,1845228052428834,Drop- #1 | ED: 30/12/2025,1845228200848545,1845228429476897,0.00,3,0,1.00,0,3,0,0,0,0,0,0,0.99,0,0.00,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Top Markets 13-17,2025-10-15,Boosted | Video | Influencer/PR| Treadmil | Standard | Mariipvzz - August D1 & D2 Plum Dresses | ED: 01/01/2026,1845132611507346,Cold#1 - 3/10/2025,1845229048827970,1845229065281794,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-13,Calanthe GRWM Dressing Navy & Black | TikTok | ED: 19/11/2025,1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1841054911007761,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Top Markets,2025-10-14,A.I Video Andrina Ivory | TikTok | ED: 22/10/2025,1836456809298130,Cold #3 - 22/07/2025,1838334773763634,1838334773764178,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Europe,2025-10-15,Shape Sessions - Full Cup Certified Talking WO/Text Text Video 4 | ED: 28/09/2025,1834056143155217,Seasonal Shape Session,1842142867762178,1842142867764434,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-19,Ad | Video | Influencer/PR | Lifestyle | @valerie.langu Mona Mini Dress Ivory V1 | ED: 28/12/2025,1842432547494225,Cold #3 - 24/9/2025,1844239678553266,1844592863448113,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-17,Suiting Collection Drop 1 | Video 8 (Campaign) | ED: 16/12/2025,1843416120008802,Drop- #1 | ED: 16/12/2025,1843416120012898,1843416120014882,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Europe,2025-10-15,Shape Sessions - Full Cup Certified Walk in Walk Out (no added text) | ED: 28/09/2025,1834056143155217,Seasonal Shape Session,1842142867762178,1842142867764466,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-18,August Collection Drop 2 | Video 8 (Ecom GIF Flicker) | ED: 11/11/2025,1839662800059425,Drop- #1 | ED: 04/11/2025,1839662855981185,1840257360706673,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Top Markets NEW,2025-10-19,Seasonal Night Out | Ad | Video | Ecom | Reaction | Paula Maxi Black,1841692986014721,Seasonal Night Out,1842069710383329,1845502776305682,0.00,1,0,0.00,0,1,0,0,0,0,0,0,1.28,0,0.00,AUD
Newness: Product Sales | Catalog | - Prom Collection - CA,2025-10-13,Catalog carousel 2025-03-16 14:36:56,1826956682567698," Newness: Product Sales | Catalog | - Prom Collection - CA",1826956682567714,1826956683900946,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-17,Suiting Collection Drop 1 | Video 6 (Campaign) | ED: 16/12/2025,1843416120008802,Drop- #1 | ED: 16/12/2025,1843416120012898,1843416120014850,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - ROW,2025-10-19,GRWM Dressing Kirsty Pants + Odele Bodysuit Black & Ivory | TikTok | ED: 20/12/2025,1842432392750258,Cold #2 - 12/9/2025,1843042804409570,1843887357478994,0.00,1,0,0.00,0,1,1,1,1,1,1,1,23.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | July | Funnel - All Markets - 13-17,2025-10-16,Kailani Pan Up Nude | TikTok | ED: 28/10/2025,1836456655547474,Cold #4 - 25/07/2025,1838605920517201,1839148851006546,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions | Zephyr Collection - Europe,2025-10-14,Zephyr Collection Drop 2 | Video 3 | ED: 12/08/2025,1831453679620370,Pure Pixel - #2,1832013727364145,1832013734170802,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions | October | Top Markets,2025-10-15,Ad | Video | Ecom | Reaction | Elvira Mini Dress Plum Brown | ED: 30/12/2025,1844869199532178,Drop- #1 | ED: 30/12/2025,1844873806146690,1844874037560594,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | May Part -1 |Funnel (CTA) - Top Markets,2025-10-15,GARDEN OF EDEN COLLECTION,1798181658375218,Pure Pixel -2,1798501693299762,1798501701671938,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-17,Suiting Collection Drop 1 | Video 7 (Campaign) | ED: 16/12/2025,1843416120008802,Drop- #1 | ED: 16/12/2025,1843416120012898,1843416120014866,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Conversions | March Part -1 |Funnel (CTA),2025-10-17,ANGELINA MAXI DRESS - BURGUNDY | BP,1792566047217682,Warm #1,1792566139104274,1792566153706530,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Top Markets,2025-10-18,Atelier 2 Collection Drop 2 | GIF 1 (Campaign) | ED: 25/11/2025,1842787398687857,Drop- #2 | ED: 25/11/2025,1842877640769586,1842878447545457,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Europe,2025-10-15,Shape Sessions - Full Cup Certified Walk in Walk Out (no added text) V2 | ED: 28/09/2025,1834056143155217,Seasonal Shape Session,1842142867762178,1842142867764450,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | March |Funnel (CTA) - Top Markets,2025-10-14,PR Content: @kerinawang Maliyah Plum Brown | ED: 17/06/2025,1825675923870754,Cold #5 - 03/18/2025,1826957169664034,1827115069873153,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Product Sales | Catalog | LifeCycle Best Sellers/ Newness | - US,2025-10-18,"Best dressed guest, guaranteed",1809053247669282,Lifecycles/ Best Sellers/Exceptional,1825235532891138,1825235532893218,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Europe,2025-10-16,Shape Sessions - Full Cup Certified Try On Talking Video Maliyah Lemon (w/ Tiktok text) | ED: 28/09/2025,1834056143155217,Seasonal Shape Session,1842142867762178,1842142867763362,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Top Markets 13-17,2025-10-18,Boosted | Video | Social Shoot | Reaction | Standard | Tyla - Mona Mini Dress Ivory  ED: 07/01/26,1845132611507346,Cold#1 - 3/10/2025,1845229048827970,1845511365518353,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Top Markets NEW,2025-10-17,Seasonal Euro Summer | @anna.bernmark Sauline Lemon | Logo Only | PR Content,1841692986014721,Seasonal Euro Summer,1841692986014737,1841692986014753,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-13,August Collection Drop 2 | Video 2 (Campaign) | ED: 11/11/2025,1839664917530689,Drop- #1 | ED: 04/11/2025,1839664917530705,1840255377126466,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | ROW,2025-10-13,Seasonal Birthday | Starla Maxi Compilation | Logo Only | Ecom Content,1834055653054577,Seasonal Birthday,1834055653065729,1842974506014978,0.00,1,0,1.00,0,1,0,0,0,0,0,0,0.87,0,0.00,AUD
Seasonal Collection | Top Markets NEW,2025-10-17,Seasonal Euro Summer | @anna.bernmark Sauline Lemon | Left Text | PR Content,1841692986014721,Seasonal Euro Summer,1841692986014737,1841692986014769,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Europe,2025-10-17,PR Video Content | Syren | @anettaberi Alaia Lemon | ED: 21/10/2025,1836457034849522,Cold #3 - 22/07/2025,1838334364055553,1838445894301890,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Top Markets NEW,2025-10-16,Seasonal Euro Summer | UGC Group Lemon | Left Text | PR Content,1841692986014721,Seasonal Euro Summer,1841692986014737,1841692994363441,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Top Markets,2025-10-15,Atelier 2 Collection Drop 2 | GIF 2 (Campaign) | ED: 25/11/2025,1842787398687857,Drop- #2 | ED: 25/11/2025,1842877640769586,1842878619934817,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-13,Vixen Reaction Lemon | TikTok | ED: 04/10/2025,1828310254528529,Keyword Dress - July 6th - August 6th,1840274488960049,1840275078442081,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Top Markets NEW,2025-10-16,Seasonal Euro Summer | UGC Group Lemon | Centre Copy | PR Content,1841692986014721,Seasonal Euro Summer,1841692986014737,1841692994363425,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | May | Funnel  - Europe,2025-10-15,Genette Posing on Spot Burgundy | TikTok | ED: 29/08/2025,1831404039649282,Pure Pixel #7 - 05/27/2025,1833380943128626,1833380944396401,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Australia - 13-17,2025-10-14,PR Content Kailani Talking Aqua | TikTok | ED: 28/10/2025,1836456376201314,Cold #4 - 25/07/2025,1838606219475042,1839146633010257,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Top Markets NEW,2025-10-16,Seasonal Euro Summer | @anettaberi | Centre Copy | PR Content,1841692986014721,Seasonal Euro Summer,1841692986014737,1841692994363409,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Top Markets NEW,2025-10-16,Seasonal Euro Summer | @anettaberi | Logo Only | PR Content,1841692986014721,Seasonal Euro Summer,1841692986014737,1841692994363393,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
" Newness:  Product Sales | Catalog | - Atelier Collection",2025-10-13,ad1,1828081646437585,CA,1828082208587826,1828082210469890,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Product Sales | Catalog | LifeCycle Best Sellers/Newness | - AU/UK/CA,2025-10-16,"Best dressed guest, guaranteed - Newness",1825236848824337,UK,1825237109413954,1828082970425393,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-17,Suiting Collection Drop 1 | Video 4 (Campaign) | ED: 16/12/2025,1843416120008802,Drop- #1 | ED: 16/12/2025,1843416120012898,1843416120013922,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-17,Suiting Collection Drop 1 | Video 5 (Campaign) | ED: 16/12/2025,1843416120008802,Drop- #1 | ED: 16/12/2025,1843416120012898,1843416120013938,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-16,Eileen Hands In Makeup Ivory | TikTok | ED: 08/12/2025,1842432041382946,Cold #1 - 4/9/2025,1842432041382962,1842801463864546,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-16,Boosted | Video | Influencer/PR | Product | Standard | @veronica.visuaal  - Blush Dresses | ED: 13/01/26,1844950107756833,Cold #2 - 15/10/2025,1846042841949265,1846042981278866,0.00,6,0,1.00,0,6,2,2,2,2,2,2,6.04,0,0.00,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Top Markets 13-17,2025-10-15,Boosted | Video | Social Shoot | Reaction | Standard | Tyla - Oakley Corse & Allaire Maxi Skirt Sage  ED: 03/02/2026,1845132611507346,Cold#1 - 3/10/2025,1845229048827970,1845229079699569,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-13,"Bust Diversity Talking Callista, Prim, Trinity | TikTok | ED: 30/09/2025",1828310254528529,Keyword Dress - July 6th - August 6th,1840274488960049,1840276942765169,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | US Only,2025-10-15,Seasonal Homecoming | @annabernmark Twinst | Logo Only | PR Content,1841693723595922,Seasonal Homecoming - US Only,1841693989020770,1842251729050641,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Europe,2025-10-17,Shape Sessions - Full Cup Certified Talking TikTok Text Video 3 | ED: 28/09/2025,1834056143155217,Seasonal Shape Session,1842142867762178,1842142891387905,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-16,UGC | @kerina.wang Maliyah Maxi Dress Lemon | ED: 06/10/2025,1802565639974002,July #1 -07/03/2025,1837352714360882,1837616057493537,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-16,Calanthe & Kensington Emerald Fit Check | TikTok | ED: 16/12/2025,1842332406660097,Cold #2 - 12/9/2025,1843043755552338,1843508096472098,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-17,Jillian Maxi Dress Ecom Reaction | ED: 01/10/2025,1828313328645185,Competitors - July 6th - August 6th,1840274897762386,1840276432194609,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | December |Funnel (CTA) - Top Markets - Europe+,2025-10-13,Trio blur strut - Starlet collection | TokTok | ED: 22/03/2025,1817642502928434,Pure Pixel #5 - 12/20/2024,1818987873423394,1818987879301122,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Top Markets,2025-10-14,Serena Top + Hallie Skirt Plum Brown Reaction | TikTok | ED: 16/10/2025,1836456809298130,Cold #2 - 7/9/2025,1837156279606273,1837981452950641,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-16,Suiting Collection Drop 1 | Video 1 (Campaign) | ED: 16/12/2025,1843416120008802,Drop- #1 | ED: 16/12/2025,1843416120012898,1843416120012914,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Top Markets,2025-10-18,Seasonal Euro Summer | @anettaberi | Centre Copy | PR Content,1833640897163329,Seasonal Euro Summer,1840469370404865,1840469370405953,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Australia - 13-17,2025-10-17,Carina Plum Brown Reaction | TikTok | ED: 28/10/2025,1836456376201314,Cold #4 - 25/07/2025,1838606219475042,1839146234079425,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-13,Suiting Pick Up Bag Trend Tyla | TikTok | ED: 01/01/2026,1844953885363346,Cold #1 - 3/10/2025,1844953885363362,1844954389670930,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-16,Atelier 2 Collection Drop 1 | Video 6 (Campaign) | ED: 25/11/2025,1842783860757506,Drop- #1 | ED: 25/11/2025,1842783933814882,1842783933816898,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | June | Funnel - Top Markets,2025-10-13,Fable Gown Compilation | TikTok | ED: 06/09/2025,1833934758401073,Cold #5 - 18/06/2025,1835303988644930,1835307467127905,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Promo: APD Ads | Conversions | APD Collection - Top Markets,2025-10-13,APD Up to 30% OFF Curated Edit - Petra Silver Mini,1840015972388898,Pure Pixel,1840015972388914,1840016286624930,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-17,Boosted | Video | Social Shoot | Reaction | Standard | Tyla - Paula Maxi Dress Gold Sparkle | ED: 01/01/2026,1844953045703745,Cold #1 - 3/10/2025 don't turn on,1844953045703761,1844953241391122,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | - La Muse Collection - Europe+,2025-10-16,La Muse Collection Drop 2 | Video 2 | ED: 13/05/2025,1823228660703249,Pure Pixel - Video,1823228667510897,1823787917797393,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Europe,2025-10-18,Seasonal Bridal | Ready for 'I do' 2 | NEW UGC,1834056143155217,Seasonal Bridal NEW,1834056143155233,1834056143157249,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Top Markets NEW,2025-10-16,Seasonal Wedding Guest | Calanthe Maxi | Logo Only | Atelier 2 Campaign Content,1841692986014721,Seasonal Wedding NEW,1841692994379953,1843525140262098,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Top Markets NEW,2025-10-13,Seasonal Euro Summer | @anna.bernmark Sauline Lemon | Left Text | PR Content,1841692986014721,Seasonal Euro Summer,1841692986014737,1841692986014769,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - All Market 13-17,2025-10-16,Prim Corset + Ethel Skirt GRWM Dressing | TikTok | ED: 21/11/2025,1839261054431282,Cold #2 - 8/22/2025,1841161187480610,1841372651310081,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Top Markets NEW,2025-10-13,Seasonal Euro Summer | @anna.bernmark Sauline Lemon | Logo Only | PR Content,1841692986014721,Seasonal Euro Summer,1841692986014737,1841692986014753,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | July | Funnel - All Markets - 13-17,2025-10-16,Nefertiti Lemon Reaction | TikTok | ED: 11/10/2025,1836456655547474,Cold #2 - 7/9/2025,1837160484955186,1837344090717377,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | July | Funnel - All Markets - 13-17,2025-10-17,Diversity Marla Cherry Lacquer | TikTok | ED: 24/10/2025,1836456655547474,Cold #4 - 25/07/2025,1838605920517201,1838605920517233,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | October |Funnel (CTA) - Top Markets - Europe+,2025-10-14,PR Content fit check with text monica.atong reverie | TikTok | ED: 20/01/2025,1811722722359345,Pure Pixel #4 - 10/22/2024,1813627889099810,1813627897632818,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Top Markets 13-17,2025-10-16,Boosted | Video | Influencer/PR | Lifestyle | Standard | Festaqoqaaj - Georgette Mini Dress Ivory | ED: 06/01/2026,1845132611507346,Cold#1 - 3/10/2025,1845229048827970,1845401056991330,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | ROW,2025-10-13,Seasonal Euro Summer | Pull Trend 2 | Left Text | Syren Campaign Content,1834055653054577,Seasonal Euro Summer,1840469037990914,1841079425602593,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions | Azurae Collection | Top Markets,2025-10-16,Azurae Collection Drop 1 | Video 8 Ecom Reaction Video | ED: 26/08/2025,1836550770817249,Drop- #1 | ED: 26/08/2025,1836552002790497,1836552002791601,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Europe,2025-10-16,Seasonal Bridal | Ready for 'I do' 8 | BEST UGC,1834056143155217,Seasonal Bridal BEST,1834056143158513,1834056143159297,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-16,August Collection Drop 2 | Video 7 (Ecom Reaction/No Text) | ED: 11/11/2025,1839664917530689,Drop- #1 | ED: 04/11/2025,1839664917530705,1840328585696258,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Product Sales - US - April 18th,2025-10-17,RSVP READY,1785094047480849,Pure Pixel 4,1799018860853265,1799018881049617,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | June | Funnel  - Europe,2025-10-18,Flicker reel Zephyr D4  | Tiktok | ED: 05/09/2025,1833934750535714,Cold #1 - 06/03/2025,1833934750535730,1833934752154641,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - All Market 13-17,2025-10-16,PR Content Mariipvzz Lemon Haul Treadmil | TikTok | ED: 07/11/2025,1839261054431282,Cold #1 - 8/1/2025,1839261054432258,1840165780638770,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-16,Atelier Hands In Tyla | TikTok | ED: 27/12/2025,1842332406660097,Cold #2 - 12/9/2025,1843043755552338,1843062760850546,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-18,Campaign Video Content | Salome Mini Dress | ED: 16/10/2025,1802565639974002,July #1 -07/03/2025,1837352714360882,1837633267114018,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-17,Atelier 2 Collection Drop 2 | Video 1 (Campaign) | ED: 25/11/2025,1842783860757506,Drop- #2 | ED: 25/11/2025,1842886052785281,1842886052785297,0.00,4,0,1.00,0,4,0,0,0,0,0,0,0.81,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - ROW,2025-10-13,Eileen ASMR Grwm | TikTok | ED: 11/12/2025,1842432392750258,Cold #2 - 12/9/2025,1843042804409570,1843042804415538,0.00,4,0,4.00,0,4,4,4,0,4,4,4,17.61,0,0.00,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Top Markets 13-17,2025-10-15,Boosted | Video | Ecom | Product | Flicker | Julia - Babyboo Suiting | ED: 02/01/2026,1845132611507346,Cold #1 - 3/10/2025,1845132611507362,1845132611507378,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Top Markets,2025-10-13,Seasonal Birthday | Birthday Girl Approved 3 | NEW OWN,1833640897163329,Seasonal Birthday NEW,1833765008774161,1833765008774177,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-18,Eileen Hands In Makeup Ivory | TikTok | ED: 08/12/2025,1842332406660097,Cold #1 - 4/9/2025,1842332406660113,1842802442918065,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Conversions - HEIRESS COLLECTION (FEB)- Collection (CTA),2025-10-14," drop 2 - ad 2",1790742331084833,Auto,1790742331084849,1791562908126257,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Australia - 13-17,2025-10-15,Zafira Diversity Black & Cherry | TikTok | ED: 21/10/2025,1836456376201314,Cold #3 - 22/07/2025,1838335206932513,1838335206933553,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - All Market 13-17,2025-10-13,Lysandra Fit Check Beige | TikTok | ED: 19/11/2025,1839261054431282,Cold #1 - 8/1/2025,1839261054432258,1841050517592161,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | US Only,2025-10-15,Seasonal Homecoming | @sosazerafa GRWM | Logo Only | PR Content,1841693723595922,Seasonal Homecoming - US Only,1841693989020770,1842057940696113,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | July | Funnel - All Markets - 13-17,2025-10-17,Maliyah Lemon Pan Up Dubai | TikTok | ED: 13/10/2025,1836456655547474,Cold #2 - 7/9/2025,1837160484955186,1837713133032562,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | ROW,2025-10-18,Seasonal Euro Summer | Pull Trend 2 | Logo Only | Syren Campaign Content,1834055653054577,Seasonal Euro Summer,1840469037990914,1841079665867857,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
