Campaign name,By Day,Ad name,Campaign ID,Ad group name,Ad group ID,Ad ID,Cost,Impressions,Clicks (destination),Frequency,Conversions,Video views,2-second video views,6-second video views,Video views at 100%,Video views at 75%,Video views at 50%,Video views at 25%,Average play time per video view,Adds to cart (website),Add to cart value (website),Currency
Newness: Collection Ads  | Conversions | August | Funnel - ROW,2025-10-13,Kensington Navy Fit Check | TikTok | ED: 06/11/2025,1839260774432785,Cold #1 - 8/1/2025,1839260774432801,1840149487077426,0.36,29,0,1.07,0,29,3,0,0,0,0,0,1.16,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - US,2025-10-18,Alaia Reaction Blush | TikTok | ED: 21/11/2025,1841504151797777,Cold #2 - 8/22/2025,1841504151797793,1841504151799809,0.36,48,0,1.02,0,46,5,4,0,1,2,4,1.50,0,0.00,AUD
Seasonal Collection | Top Markets NEW,2025-10-19,Seasonal Vacation | Ad | Video | Campaign | Product | Pull Trend | Syren Collection Multi ,1841692986014721,Seasonal Vacation New,1843521934687266,1845494984972498,0.36,55,0,3.67,0,54,15,7,6,7,7,15,2.59,0,0.00,AUD
Seasonal Collection | ROW,2025-10-13,Seasonal Night Out | Ad | Video | Ecom | Reaction | Paula Maxi Gold,1834055653054577,Seasonal Night Out,1842068716947506,1845503027629217,0.36,59,0,1.07,0,58,5,1,1,1,1,1,1.46,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - ROW,2025-10-19,Boosted | Video | Ecom | Reaction | Standard | Tyla - Amala Cherry Lacquer | ED: 09/01/26,1844953361211554,Cold #1 - 3/10/2025,1845228413066353,1845862846581777,0.36,30,2,2.31,0,31,12,1,0,0,0,2,1.95,0,0.00,AUD
Best Ads | ROAS | Value | August/September | UK,2025-10-14,August Collection Drop 2 | Video 5 (Ecom Reaction/Compilation) | ED: 11/11/2025,1841594235269121,Top Ads #2 12/09/2025,1843047238684786,1843049592050993,0.36,20,0,1.00,0,20,5,1,0,0,1,1,1.92,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - ROW,2025-10-15,PR Content Francis Blush @riin | TikTok | ED: 20/11/2025,1839260774432785,Cold #1 - 8/1/2025,1839260774432801,1841156076594290,0.36,89,1,1.05,0,87,16,4,0,1,2,9,1.64,0,0.00,AUD
Seasonal Collection | Europe,2025-10-17,Seasonal Vacation | Ad | Video | Campaign | Product | Standard | Eva & Saira Skirt Ivory,1834056143155217,Seasonal Vacation New,1843522240250961,1846223164584962,0.36,100,0,1.00,0,99,13,4,2,3,5,8,1.71,0,0.00,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Australia 13-17,2025-10-15,Keira Twirl Ivory | TikTok | ED: 28/12/2025,1842332114924626,Cold #2 - 12/9/2025,1843044079397906,1843275357969505,0.36,69,17,1.19,0,81,14,12,8,9,10,12,2.26,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - ROW,2025-10-15,Boosted | Video | Camapign | Product | Compilation | Séduire | ED: 09/01/26,1844953361211554,Cold #1 - 3/10/2025,1845228413066353,1845862779709634,0.36,76,0,1.06,0,70,12,6,0,0,3,8,1.75,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-19,Monica Pan Up Charcoal | TikTok | ED: 04/12/2025,1842432547494225,Cold #1 - 4/9/2025,1842432547494241,1842432547496177,0.36,44,0,0.00,0,44,8,1,1,1,2,8,1.45,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - ROW,2025-10-14,Boosted | Video | Ecom | Reaction | Standard | Tyla - Elvira Mini Dress Plum Brown | ED: 02/01/2026,1844953361211554,Cold #1 - 3/10/2025,1845228413066353,1845230426855458,0.36,33,0,1.00,0,33,7,2,0,0,0,3,1.42,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - ROW,2025-10-18,PR Content Azurae Drop 4 | TikTok | ED: 20/11/2025,1839260774432785,Cold #1 - 8/1/2025,1839260774432801,1841157123422225,0.36,64,2,1.03,0,64,13,5,2,4,4,7,1.96,0,0.00,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Australia 13-17,2025-10-19,Boosted | Video | Influencer/PR | Lifestyle | Standard | Festaqoqaaj - Georgette Mini Dress Ivory | ED: 06/01/2026,1845132488132721,Cold #1 - 3/10/2025,1845132488133633,1845401704991922,0.36,31,4,10.33,0,30,23,6,5,5,6,14,5.52,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - ROW,2025-10-15,Boosted | Video | Camapign | Fitcheck | Standard | Julia - Ainsley Bugundy | ED: 09/01/26,1844953361211554,Cold #1 - 3/10/2025,1845228413066353,1845862825534865,0.36,50,0,1.00,0,47,19,9,0,1,1,12,2.93,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - US,2025-10-19,Alaia GRWM Ivory | TikTok | ED: 22/11/2025,1841504151797777,Cold #2 - 8/22/2025,1841504151797793,1841504151798817,0.36,48,0,6.00,0,48,9,3,0,0,3,7,1.40,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-14,Fable Gown Reaction Red | TikTok | ED: 20/11/2025,1839252302887954,Cold #2 - 8/22/2025,1841160811247713,1841160863337506,0.36,66,1,1.06,0,61,9,2,0,0,1,2,1.46,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-17,Tyla Treadmil Suiting Drop 1 | TikTok | ED: 25/12/2025,1842432041382946,Cold #3 - 24/9/2025,1844240447240433,1844320691831202,0.36,212,4,9.22,0,119,99,49,18,50,53,99,6.13,0,0.00,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-15,PR Content Sophie Parish Fable Gown Lemon | TikTok | ED: 09/12/2025,1842332406660097,Cold #1 - 4/9/2025,1842332406660113,1842869870407857,0.35,24,0,1.00,0,24,6,2,0,0,1,2,2.41,0,0.00,AUD
Seasonal Collection | Europe,2025-10-18,Seasonal Birthday | Sparkle Compilation | Logo Only | Ecom Content,1834056143155217,Seasonal Birthday,1834056143164577,1842978262018049,0.35,65,1,1.02,0,64,7,3,0,1,2,4,1.42,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-14,PR Content Freya Parkhouse New Arrivals | TikTok | ED: 25/12/2025,1842432041382946,Cold #3 - 24/9/2025,1844240447240433,1844320674869346,0.35,35,2,1.06,0,33,3,1,0,0,0,2,1.06,0,0.00,AUD
BEST SELLERS | Conversions  | US,2025-10-19,Rue Mini Spin | TikTok | ED: 13/10/2025,1841606830750754,August #1 - 18/08/2025,1841606830750770,1841606830753810,0.35,43,1,6.14,0,43,3,1,0,0,1,1,1.20,0,0.00,AUD
Seasonal Collection | ROW,2025-10-16,Seasonal Vacation | Azurae Haul | Logo Only | PR Content,1834055653054577,Seasonal Vacation NEW,1844581730707698,1844581730708562,0.35,50,0,1.09,0,50,3,2,0,1,1,1,0.94,0,0.00,AUD
Best Ads | ROAS | Value | August/September | UK,2025-10-17,Campaign Content - Petra Mini Dress Silver | ED: 25/11/2025,1841594235269121,Top Ads #2 12/09/2025,1843047238684786,1843048063049970,0.35,45,0,1.00,0,47,2,0,0,0,0,2,0.99,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-19,Ad | Video | Séduire D2 | Campaign | Product | Standard | Sauline Mini Red | ED: 06/01/26,1845422570444865,Drop- #2 | ED: 13/01/2026,1845960562355409,1845960609408338,0.35,110,0,2.68,0,106,20,6,2,2,3,8,1.74,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - ROW,2025-10-15,PR Content Freya Parkhouse New Arrivals | TikTok | ED: 25/12/2025,1842432392750258,Cold #3 - 24/9/2025,1844243764202625,1844319198533857,0.35,117,9,1.75,0,110,52,41,29,30,41,46,5.53,0,0.00,AUD
Seasonal Collection | Top Markets NEW,2025-10-15,Seasonal Bridesmaid | Trio Reaction Video | Logo Only | Soirée Campaign Content,1841692986014721,Seasonal Bridesmaid NEW,1841692994390194,1841692994391122,0.35,118,0,1.01,0,117,10,7,6,6,7,8,1.56,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - ROW,2025-10-14,Atelier 2 Collection Drop 1 | Video 4 (Campaign) | ED: 25/11/2025,1842787192029409,Drop- #1 | ED: 25/11/2025,1842787192029425,1842787364323330,0.35,84,0,1.09,0,84,29,3,0,1,2,6,2.03,0,0.00,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Australia 13-17,2025-10-18,PR Content Anetta Indianna Lemon Dancing | TikTok | ED: 03/12/2025,1842332114924626,Cold #1 - 4/9/2025,1842332114924642,1842332114926722,0.35,80,9,2.96,0,98,74,73,47,73,73,73,7.48,0,0.00,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Top Markets 13-17,2025-10-13,Boosted | Video | Camapign | Fitcheck | Standard | Julia - Ainsley Bugundy | ED: 09/01/26,1845132611507346,Cold#1 - 3/10/2025,1845229048827970,1845861276126578,0.35,38,0,1.03,0,37,10,2,1,1,1,3,2.44,0,0.00,AUD
